image_id,source,mean_intensity,std_intensity,mask_fraction,mask_area_pixels,object_count,mean_object_size,median_object_size,selected_index,strategy
bbbc006_l02_s1,combined,0.17339923977851868,0.07067594677209854,0.24987013638019562,90433.0,93,972.3978494623656,770.0,15,active
bbbc006_j05_s2,combined,0.05497334524989128,0.08744887262582779,0.22503867745399475,81446.0,82,993.2439024390244,756.0,441,active
bbbc006_e06_s2,combined,0.05798657611012459,0.08852416276931763,0.23383067548274994,84628.0,107,790.9158878504672,684.0,213,active
bbbc039_k03_s5_w1,combined,0.09099464118480682,0.12930859625339508,0.24350684881210327,88130.0,115,766.3478260869565,665.0,265,active
bbbc006_e20_s1,combined,0.3239802122116089,0.1767255663871765,0.21366047859191895,77328.0,69,1120.695652173913,829.0,537,active
bbbc006_k06_s2,combined,0.16800352931022644,0.09133635461330414,0.1830376833677292,66245.0,82,807.8658536585366,732.0,651,active
bbbc006_m01_s2,combined,0.12421252578496933,0.07782948017120361,0.140923410654068,51003.0,54,944.5,748.5,484,active
bbbc006_a08_s1,combined,0.2596868574619293,0.10638009011745453,0.31460267305374146,113861.0,104,1094.8173076923076,772.5,557,active
bbbc006_j06_s1,combined,0.22694189846515656,0.07861354202032089,0.31831344962120056,115204.0,105,1097.1809523809525,872.0,28,active
bbbc006_f01_s1,combined,0.06055041030049324,0.09218598902225494,0.22483974695205688,81374.0,78,1043.2564102564102,720.5,501,active
bbbc006_b06_s1,combined,0.11846429854631424,0.10175018012523651,0.11449491232633591,41438.0,48,863.2916666666666,726.0,636,active
bbbc006_g12_s1,combined,0.06997963786125183,0.10453677922487259,0.0,0.0,0,0.0,0.0,13,active
bbbc006_b19_s2,combined,0.3618040084838867,0.11899781972169876,0.2740992605686188,99202.0,102,972.5686274509804,775.5,485,active
bbbc006_p08_s1,combined,0.1997101753950119,0.09388862550258636,0.21401967108249664,77458.0,82,944.609756097561,695.0,96,active
bbbc039_k12_s1_w1,combined,0.06004184111952782,0.09548211842775345,0.16139478981494904,58412.0,75,778.8266666666667,725.0,150,active
bbbc006_g01_s2,combined,0.19976945221424103,0.11891884356737137,0.2216484248638153,80219.0,87,922.0574712643678,682.0,195,active
bbbc006_h22_s2,combined,0.0660022720694542,0.0991186797618866,0.28765472769737244,104108.0,112,929.5357142857143,748.5,561,active
bbbc039_d06_s8_w1,combined,0.06478849798440933,0.08473590761423111,0.26059073209762573,94313.0,133,709.1203007518797,676.0,418,active
bbbc006_k01_s1,combined,0.1274009495973587,0.16711923480033875,0.25849083065986633,93553.0,91,1028.0549450549452,831.0,320,active
bbbc039_f01_s2_w1,combined,0.08545981347560883,0.1356007158756256,0.18004807829856873,65163.0,91,716.0769230769231,679.0,495,active
bbbc006_b05_s2,combined,0.23170258104801178,0.11964040249586105,0.28370633721351624,102679.0,90,1140.8777777777777,887.0,243,active
bbbc006_a22_s2,combined,0.27804234623908997,0.14376264810562134,0.18048739433288574,65322.0,75,870.96,766.0,158,active
bbbc006_l16_s1,combined,0.3631707727909088,0.14620302617549896,0.3019286096096039,109274.0,102,1071.313725490196,808.0,212,active
bbbc006_j06_s2,combined,0.2155531793832779,0.10137555748224258,0.25289565324783325,91528.0,95,963.4526315789474,877.0,255,active
bbbc006_h04_s1,combined,0.045673102140426636,0.07019452005624771,0.25787466764450073,93330.0,112,833.3035714285714,707.5,24,active
bbbc006_c11_s1,combined,0.25988736748695374,0.13246645033359528,0.27285036444664,98750.0,84,1175.595238095238,856.5,240,active
bbbc006_a18_s1,combined,0.06180955097079277,0.09341289848089218,0.23758842051029205,85988.0,91,944.9230769230769,764.0,599,active
bbbc006_i10_s1,combined,0.10446127504110336,0.1031060665845871,0.0802110955119133,29030.0,29,1001.0344827586207,941.0,423,active
bbbc006_f09_s1,combined,0.06252975761890411,0.08325560390949249,0.3019286096096039,109274.0,117,933.965811965812,721.0,187,active
bbbc039_o01_s6_w1,combined,0.06817831844091415,0.11427527666091919,0.13819076120853424,50014.0,72,694.6388888888889,699.0,316,active
